SRA run accession number	tissue	MR1:NM_001195000 normalized count	MR1:NM_001531 normalized count	NM_001531:NM_001195000 ratio
SRR1406224	Breast	19.7364	2.92392	0.0740743
SRR1082401	Blood Vessel	30.0692	4.67744	0.0777779
SRR655696	Thyroid	17.4507	2.54489	0.0729166
SRR1328980	Colon	19.3285	2.86349	0.0740743
SRR1326249	Lung	22.901	3.46985	0.0757576
SRR1324412	Liver	7.07375	0.785972	0.0555555
SRR1416865	Vagina	30.3526	4.74259	0.0781249
SRR1356101	Adipose Tissue	15.305	2.18643	0.0714286
SRR1454397	Skin	18.9936	2.81387	0.0740742
SRR658457	Heart	2.43392	0	0
SRR1335893	Esophagus	11.1679	1.48906	0.066667
SRR1473632	Adipose Tissue	15.0148	2.14498	0.0714289
SRR1342782	Muscle	2.4295	0	0
SRR1474396	Stomach	11.085	1.478	0.0666667
SRR1458931	Esophagus	24.4672	3.76419	0.0769232
SRR1090861	Blood Vessel	18.1783	2.69308	0.074074
SRR1442464	Adipose Tissue	26.7534	4.16164	0.0777778
SRR1391789	Heart	6.90082	0.766757	0.0555555
SRR1083215	Skin	14.5913	2.08447	0.0714285
SRR1324564	Skin	17.9308	2.65641	0.0740739
SRR1325642	Esophagus	14.5058	2.07226	0.0714287
SRR814341	Esophagus	14.4545	2.06493	0.0714286
SRR809853	Adipose Tissue	20.5768	3.1177	0.0757576
SRR613354	Brain	2.41196	0	0
SRR1356805	Lung	29.9206	4.7243	0.0789473
SRR1465208	Skin	20.4321	3.09577	0.0757575
SRR817649	Adrenal Gland	24.81	3.84982	0.0775861
SRR1416693	Skin	25.9885	4.0607	0.0781249
SRR1460235	Thyroid	22.513	3.46354	0.0769231
SRR1327723	Adrenal Gland	31.9242	5.08937	0.0797102
SRR1079806	Esophagus	28.502	4.50031	0.0789473
SRR613807	Brain	2.39787	0	0
SRR1347123	Skin	32.6116	5.21786	0.0800001
SRR1410493	Ovary	10.5104	1.40139	0.0666668
SRR809595	Muscle	5.05398	0.459453	0.0454546
SRR1410427	Nerve	21.813	3.35584	0.0769229
SRR1454761	Blood Vessel	25.9122	4.06465	0.0784312
SRR1490097	Esophagus	19.286	2.92213	0.0757578
SRR1376640	Blood Vessel	23.7244	3.70693	0.0781248
SRR1418323	Nerve	17.29	2.59349	0.0749997
SRR1352278	Skin	17.2587	2.58881	0.0750001
SRR1082664	Pituitary	20.5631	3.16355	0.076923
SRR1374455	Skin	6.57068	0.730076	0.0555556
SRR1343414	Colon	13.0798	1.86854	0.0714285
SRR1469973	Esophagus	22.357	3.49329	0.0781252
SRR1072432	Esophagus	16.6803	2.50205	0.0750001
SRR1469390	Salivary Gland	16.4525	2.46788	0.0750002
SRR1080580	Vagina	19.3515	2.97715	0.076923
SRR1465782	Small Intestine	9.83051	1.31074	0.0666669
SRR1070015	Lung	19.2281	2.95817	0.0769231
SRR1318354	Adipose Tissue	25.0821	4.01314	0.0800001
SRR1367109	Muscle	2.33394	0	0
SRR1379450	Brain	2.33308	0	0
SRR1454201	Adipose Tissue	20.0719	3.13624	0.0781251
SRR1416754	Brain	2.3287	0	0
SRR1075054	Esophagus	17.8155	2.74085	0.0769232
SRR1397218	Muscle	5.34451	0.534451	0.05
SRR1368117	Muscle	2.32336	0	0
SRR1455305	Brain	2.32329	0	0
SRR1091841	Skin	26.6085	4.31489	0.081081
SRR1381348	Muscle	2.31418	0	0
SRR1414117	Nerve	6.15697	0.684108	0.0555556
SRR1407449	Skin	19.0008	2.96887	0.0781249
SRR1418561	Muscle	7.73901	0.967376	0.0625
SRR1468700	Pituitary	27.6361	4.51202	0.0816327
SRR1465001	Adipose Tissue	13.6646	2.02438	0.0740739
SRR1070260	Breast	27.2839	4.45451	0.0816326
SRR1475086	Uterus	14.476	2.1714	0.075
SRR1348378	Adipose Tissue	16.67	2.56461	0.0769229
SRR1396318	Skin	11.518	1.64543	0.0714286
SRR1314832	Muscle	2.29888	0	0
SRR1327896	Breast	16.5269	2.5426	0.0769231
SRR1397138	Esophagus	18.2218	2.84716	0.0781251
SRR1404531	Skin	23.4152	3.77664	0.0806451
SRR1329551	Brain	2.29565	0	0
SRR1340762	Small Intestine	14.1988	2.12982	0.075
SRR1488133	Blood Vessel	24.4204	3.96006	0.081081
SRR1403589	Blood Vessel	21.5746	3.45194	0.0800001
SRR662713	Skin	33.1922	5.53203	0.0833333
SRR661349	Brain	2.29237	0	0
SRR1456333	Brain	2.29062	0	0
SRR1337173	Muscle	2.28957	0	0
SRR1081209	Adipose Tissue	7.55776	0.94472	0.0625
SRR1385211	Skin	15.9532	2.45434	0.0769231
SRR1472506	Breast	22.2024	3.58104	0.0806453
SRR1469455	Esophagus	11.0526	1.57894	0.0714284
SRR1358041	Skin	22.8667	3.70812	0.0810812
SRR1452935	Adipose Tissue	21.5287	3.47237	0.0806451
SRR1453615	Skin	13.4679	2.02018	0.0749998
SRR1374716	Thyroid	15.3896	2.36763	0.0769231
SRR820839	Testis	13.4394	2.01592	0.0750004
SRR1332488	Blood Vessel	29.575	4.92917	0.0833334
SRR1086393	Blood Vessel	19.9212	3.18739	0.0799999
SRR1340486	Adipose Tissue	13.2239	1.98358	0.0749998
SRR612779	Blood Vessel	22.4163	3.64917	0.0813955
SRR1351390	Adrenal Gland	13.1708	1.97563	0.0750004
SRR1337666	Adrenal Gland	35.2632	5.97681	0.0847457
SRR1074430	Uterus	19.4002	3.10403	0.0799999
SRR1414229	Adipose Tissue	34.2787	5.80102	0.0846155
SRR1365655	Small Intestine	16.3523	2.55504	0.0781248
SRR1481083	Muscle	5.03491	0.503491	0.05
SRR1318046	Nerve	13.0634	1.95951	0.075
SRR1409748	Heart	10.623	1.51757	0.0714285
SRR1399734	Skin	13.0082	1.95123	0.075
SRR1318163	Brain	2.25499	0	0
SRR1382639	Colon	7.23518	0.904397	0.0625
SRR1488734	Adrenal Gland	26.9783	4.49639	0.0833335
SRR1408727	Blood Vessel	26.6137	4.43562	0.0833334
SRR1330965	Heart	2.24674	0	0
SRR1315103	Lung	18.4902	2.95843	0.0799999
SRR1457354	Blood Vessel	31.9012	5.40699	0.0847459
SRR1459937	Muscle	2.2417	0	0
SRR1310898	Colon	25.3713	4.22854	0.0833331
SRR810437	Skin	13.0675	1.97992	0.0757574
SRR1325752	Adrenal Gland	33.8351	5.77672	0.0853658
SRR1088808	Thyroid	18.9416	3.0551	0.0806452
SRR1389366	Colon	17.8504	2.85607	0.0800002
SRR1365679	Stomach	5.68145	0.631272	0.0555555
SRR1077211	Uterus	24.8364	4.1394	0.0833333
SRR1331730	Esophagus	24.6296	4.10493	0.0833333
SRR1380336	Nerve	8.134	1.08453	0.0666665
SRR1488694	Breast	5.63493	0.626103	0.0555555
SRR1454439	Adipose Tissue	15.7685	2.48976	0.0789473
SRR1357344	Thyroid	31.1	5.30975	0.0853658
SRR1322070	Colon	17.9044	2.88781	0.0806453
SRR1320916	Brain	2.21386	0	0
SRR1337261	Skin	16.7818	2.68508	0.0799998
SRR1473696	Skin	11.8839	1.78259	0.0750002
SRR1327548	Nerve	16.7559	2.68094	0.0799999
SRR1380545	Skin	17.6267	2.84302	0.0806453
SRR1311731	Small Intestine	15.3472	2.42324	0.0789473
SRR1448098	Nerve	9.79819	1.39974	0.0714285
SRR1071157	Skin	29.6642	5.06462	0.0853659
SRR816201	Skin	18.2184	2.95434	0.0810812
SRR811285	Breast	19.1321	3.12361	0.0816327
SRR817353	Skin	11.7869	1.76803	0.0749998
SRR1382934	Skin	16.5191	2.64305	0.0799998
SRR1420710	Skin	29.2217	4.98907	0.0853658
SRR1098002	Colon	15.1571	2.39323	0.0789475
SRR1471755	Adipose Tissue	11.7127	1.7569	0.0749998
SRR664795	Adipose Tissue	10.7788	1.58512	0.0735295
SRR1399971	Adipose Tissue	22.2349	3.70581	0.0833332
SRR1074090	Pancreas	6.78581	0.848226	0.0625
SRR603164	Muscle	2.20199	0	0
SRR1471965	Muscle	2.20158	0	0
SRR1350435	Muscle	2.19799	0	0
SRR1323957	Vagina	14.8393	2.34304	0.0789471
SRR1343943	Uterus	17.5345	2.84343	0.081081
SRR1312226	Esophagus	16.0273	2.56437	0.0800001
SRR1441679	Adipose Tissue	14.6962	2.32045	0.0789473
SRR1332694	Blood Vessel	32.1399	5.56268	0.0865385
SRR1075384	Nerve	12.6454	1.94544	0.0769228
SRR1459125	Muscle	2.18729	0	0
SRR1475408	Breast	20.892	3.48199	0.0833331
SRR818440	Skin	12.5899	1.93691	0.0769232
SRR819844	Skin	6.64852	0.831065	0.0625
SRR1309619	Esophagus	20.7474	3.4579	0.0833333
SRR1379495	Adipose Tissue	15.4594	2.4735	0.0799999
SRR602106	Heart	2.18217	0	0
SRR1314187	Brain	2.18002	0	0
SRR1402239	Brain	2.17983	0	0
SRR1341683	Skin	25.5855	4.36825	0.0853657
SRR818725	Blood Vessel	20.2766	3.37944	0.0833335
SRR1317985	Adipose Tissue	25.9993	4.45703	0.0857144
SRR808704	Uterus	16.5935	2.70127	0.0813954
SRR809503	Thyroid	37.2504	6.5736	0.0882353
SRR1074478	Blood Vessel	32.3683	5.66445	0.0875
SRR1073553	Nerve	9.08326	1.29761	0.0714287
SRR1397242	Vagina	9.05237	1.2932	0.0714288
SRR1343302	Adipose Tissue	13.6067	2.14843	0.0789475
SRR1420191	Esophagus	19.2104	3.20174	0.0833335
SRR1395891	Nerve	13.5593	2.14095	0.0789477
SRR1090530	Skin	26.008	4.48414	0.0862069
SRR615395	Skin	8.98696	1.28385	0.0714285
SRR1410801	Nerve	14.4589	2.31343	0.0800002
SRR1460124	Heart	2.15828	0	0
SRR1084299	Skin	18.8735	3.14559	0.0833335
SRR1432765	Brain	6.41846	0.802307	0.0625
SRR1488918	Nerve	13.3681	2.11076	0.0789476
SRR1407044	Salivary Gland	11.7943	1.81451	0.0769232
SRR1094336	Blood Vessel	30.5686	5.34951	0.0875001
SRR1432366	Heart	14.3362	2.2938	0.0800003
SRR1432453	Muscle	2.15502	0	0
SRR1084079	Breast	23.9276	4.10188	0.0857144
SRR1343841	Brain	2.15188	0	0
SRR1417364	Adrenal Gland	30.942	5.42843	0.0877194
SRR1396859	Skin	18.4762	3.07937	0.0833334
SRR1410594	Skin	18.4058	3.06764	0.0833335
SRR1325483	Kidney	10.4718	1.57077	0.075
SRR1379157	Colon	18.3079	3.05131	0.0833332
SRR1351955	Colon	18.2087	3.03478	0.0833332
SRR1403259	Skin	18.1878	3.0313	0.0833333
SRR1476652	Colon	23.0083	3.94428	0.0857143
SRR1389777	Heart	2.14148	0	0
SRR1383237	Uterus	22.5204	3.86065	0.0857145
SRR1385501	Adipose Tissue	17.7708	2.9618	0.0833333
SRR808152	Blood Vessel	31.0221	5.47449	0.0882353
SRR1089853	Esophagus	12.7891	2.01933	0.0789473
SRR1403458	Heart	5.1485	0.572056	0.0555556
SRR1338705	Stomach	5.14253	0.571392	0.0555555
SRR1079874	Uterus	17.3607	2.89346	0.0833336
SRR1429494	Skin	26.9016	4.70777	0.0874998
SRR1459169	Skin	17.2167	2.86945	0.0833333
SRR614755	Skin	24.763	4.30662	0.0869567
SRR1084553	Uterus	17.1471	2.85785	0.0833333
SRR1102830	Muscle	2.12581	0	0
SRR1308590	Esophagus	17.0136	2.83559	0.083333
SRR814967	Brain	4.47105	0.447105	0.05
SRR1466025	Esophagus	24.2135	4.21104	0.0869564
SRR1337302	Blood Vessel	32.8873	5.87272	0.0892855
SRR808496	Blood Vessel	28.0482	4.94969	0.0882354
SRR1315165	Adipose Tissue	25.4027	4.44548	0.0875001
SRR1399413	Skin	21.8271	3.76329	0.0862068
SRR1364975	Colon	25.1588	4.40279	0.0875
SRR1090674	Breast	6.115	0.764375	0.0625
SRR1500342	Adipose Tissue	16.4218	2.73697	0.0833334
SRR1379065	Adipose Tissue	21.3647	3.68356	0.0862067
SRR1395999	Liver	5.01814	0.557571	0.0555555
SRR1395533	Adipose Tissue	16.1699	2.69498	0.0833332
SRR1473078	Muscle	8.26968	1.18138	0.0714284
SRR1071761	Stomach	2.10786	0	0
SRR1092727	Blood Vessel	34.3568	6.18422	0.0899999
SRR1384917	Heart	11.9283	1.88342	0.0789475
SRR1360674	Brain	10.6547	1.63919	0.0769233
SRR812080	Nerve	19.181	3.27481	0.085366
SRR1310975	Lung	40.4144	7.34807	0.0909091
SRR1359192	Brain	8.20413	1.17202	0.0714287
SRR614611	Muscle	2.10197	0	0
SRR816794	Colon	9.57742	1.43661	0.0749998
SRR613615	Nerve	2.10162	0	0
SRR1475824	Breast	11.762	1.85716	0.0789475
SRR1099499	Brain	6.00621	0.750776	0.0625
SRR665262	Muscle	4.37823	0.437823	0.05
SRR821846	Blood Vessel	18.7498	3.20119	0.085366
SRR1080927	Brain	2.09978	0	0
SRR1472214	Blood Vessel	19.2082	3.29284	0.0857144
SRR1367870	Brain	5.98029	0.747536	0.0625
SRR663149	Thyroid	19.1378	3.28076	0.0857141
SRR1455017	Adipose Tissue	15.5752	2.59586	0.0833331
SRR1396166	Blood Vessel	22.6422	3.96239	0.0875001
SRR600924	Heart	2.08828	0	0
SRR1362310	Adipose Tissue	15.092	2.51533	0.0833332
SRR1390371	Esophagus	28.7101	5.1531	0.0897437
SRR1479826	Uterus	14.9145	2.48575	0.0833333
SRR1466889	Lung	33.6269	6.11399	0.0909092
SRR1367785	Colon	23.201	4.0943	0.0882354
SRR1085310	Pancreas	2.07719	0	0
SRR1384962	Skin	22.8535	4.03298	0.0882355
SRR1475864	Skin	32.7413	5.95297	0.0909092
SRR1358539	Blood Vessel	47.3266	8.78922	0.0928571
SRR1409263	Muscle	9.96485	1.53305	0.0769229
SRR812673	Blood Vessel	44.178	8.18112	0.0925927
SRR661711	Thyroid	18.3974	3.17196	0.0862067
SRR1322662	Muscle	2.0721	0	0
SRR1091622	Blood Vessel	26.9813	4.8428	0.0897436
SRR808542	Stomach	23.9178	4.25205	0.0888888
SRR1352918	Skin	19.3561	3.36627	0.0869563
SRR1369107	Ovary	26.0078	4.66806	0.0897435
SRR1317387	Pancreas	2.06274	0	0
SRR1410742	Skin	17.6031	3.03502	0.086207
SRR1437576	Adrenal Gland	42.6566	7.93611	0.0930232
SRR1407202	Heart	7.63742	1.09106	0.0714286
SRR1488196	Breast	13.8799	2.31331	0.0833331
SRR1470420	Adipose Tissue	9.60176	1.47719	0.0769229
SRR1096806	Nerve	13.7296	2.28827	0.0833335
SRR661005	Brain	2.05056	0	0
SRR1334587	Breast	17.0029	2.93153	0.0862068
SRR1339153	Blood Vessel	13.5563	2.25939	0.0833336
SRR1472998	Blood Vessel	22.5227	4.02191	0.0892857
SRR1375927	Brain	4.70729	0.523033	0.0555556
SRR1354180	Nerve	16.6709	2.87429	0.0862068
SRR1377423	Adipose Tissue	16.628	2.86691	0.0862073
SRR1356184	Esophagus	22.0393	3.93559	0.0892857
SRR1488562	Brain	2.0392	0	0
SRR1387240	Muscle	2.03892	0	0
SRR1479394	Skin	17.3963	3.02544	0.0869564
SRR600754	Brain	5.57677	0.697097	0.0625001
SRR1316833	Skin	21.5588	3.84978	0.0892856
SRR1478479	Skin	17.2294	2.99642	0.0869566
SRR1088904	Skin	16.1687	2.7877	0.0862067
SRR1487969	Esophagus	23.2178	4.1792	0.0899999
SRR1363858	Adipose Tissue	15.4517	2.64886	0.0857142
SRR612923	Nerve	13.0434	2.17389	0.0833329
SRR655289	Skin	18.8741	3.33073	0.0882355
SRR614587	Nerve	18.7805	3.31421	0.0882354
SRR1408393	Adipose Tissue	29.3927	5.41445	0.0921054
SRR1330474	Vagina	2.02558	0	0
SRR1416025	Esophagus	18.5865	3.27997	0.0882353
SRR1359005	Nerve	12.6113	2.10189	0.0833336
SRR1415684	Blood	12.5465	2.09109	0.0833336
SRR1368094	Colon	9.79613	1.54676	0.0789475
SRR600829	Heart	5.42806	0.678507	0.0625
SRR1343456	Stomach	2.01298	0	0
SRR1473846	Esophagus	12.3196	2.05327	0.0833335
SRR1364914	Nerve	14.9278	2.57375	0.0862066
SRR1472171	Small Intestine	8.79775	1.3535	0.0769231
SRR1419495	Colon	12.2325	2.03876	0.0833337
SRR1406283	Skin	12.1948	2.03247	0.0833335
SRR1354203	Esophagus	22.587	4.10673	0.0909092
SRR1476881	Blood Vessel	18.785	3.35446	0.0892856
SRR1465893	Adipose Tissue	22.1126	4.02048	0.0909093
SRR1404044	Thyroid	18.698	3.33893	0.0892858
SRR1420432	Blood Vessel	28.6491	5.33007	0.0930233
SRR1467522	Breast	21.7902	3.96185	0.090909
SRR1367520	Small Intestine	1.99773	0	0
SRR1385124	Brain	5.31432	0.66429	0.0625
SRR663356	Muscle	1.99638	0	0
SRR1092686	Adrenal Gland	24.8514	4.57789	0.0921053
SRR1316151	Blood Vessel	21.6032	3.92786	0.0909092
SRR1378948	Breast	21.5688	3.9216	0.0909091
SRR1072700	Stomach	21.5411	3.91657	0.0909092
SRR1354138	Blood	30.9228	5.79802	0.0937499
SRR601359	Thyroid	21.4708	3.90378	0.090909
SRR1407648	Breast	21.223	3.85873	0.0909092
SRR655194	Skin	16.4973	2.91129	0.0882353
SRR1480329	Adrenal Gland	21.0552	3.82821	0.0909089
SRR1388354	Adipose Tissue	17.957	3.2066	0.0892855
SRR615874	Adipose Tissue	6.87492	0.982131	0.0714285
SRR1465114	Brain	6.84415	0.977735	0.0714285
SRR1340782	Small Intestine	8.42789	1.2966	0.0769232
SRR1375820	Skin	23.3617	4.30348	0.0921055
SRR661155	Muscle	1.98167	0	0
SRR1353052	Esophagus	18.0091	3.23241	0.0897438
SRR1351303	Adipose Tissue	14.3732	2.4997	0.086957
SRR1392097	Colon	6.78503	0.969289	0.0714285
SRR1075971	Adipose Tissue	20.0611	3.64747	0.090909
SRR1400290	Heart	5.19173	0.648966	0.0625
SRR1103092	Blood Vessel	23.8121	4.40965	0.0925926
SRR1419917	Adipose Tissue	21.8294	4.00948	0.0918367
SRR1442487	Heart	11.2831	1.88052	0.0833335
SRR1414749	Blood Vessel	26.8483	5.03406	0.0937501
SRR1457925	Thyroid	21.9517	4.04374	0.0921054
SRR1459956	Heart	11.1059	1.85098	0.0833332
SRR1355304	Testis	8.17196	1.25723	0.0769234
SRR1479175	Esophagus	23.6785	4.40531	0.0930234
SRR1311308	Nerve	13.7546	2.3921	0.0869564
SRR1478547	Adipose Tissue	10.9733	1.82888	0.0833332
SRR1420026	Esophagus	18.5895	3.37991	0.0909091
SRR1321333	Esophagus	14.7678	2.60609	0.0882356
SRR613054	Nerve	14.7539	2.60363	0.0882353
SRR807775	Skin	10.7984	1.79974	0.0833336
SRR1084965	Heart	1.95545	0	0
SRR1392030	Thyroid	18.2562	3.31932	0.0909094
SRR1319882	Adipose Tissue	14.6393	2.58341	0.0882354
SRR657492	Heart	5.43625	0.709076	0.0652174
SRR1420368	Testis	1.95283	0	0
SRR1345307	Blood Vessel	32.1288	6.15233	0.0957448
SRR1090580	Blood Vessel	26.8595	5.08153	0.0945946
SRR1470459	Adipose Tissue	10.6485	1.77476	0.0833338
SRR1092797	Brain	6.50432	0.929189	0.0714286
SRR1101152	Skin	10.642	1.77367	0.0833335
SRR819261	Muscle	6.48917	0.927025	0.0714286
SRR1455391	Breast	15.4567	2.76013	0.0892859
SRR1069714	Stomach	17.5002	3.18185	0.090909
SRR1361138	Uterus	20.3866	3.77529	0.0925924
SRR1312906	Stomach	14.0831	2.48526	0.0882355
SRR1355432	Skin	23.0974	4.33076	0.0937499
SRR1389868	Thyroid	21.1135	3.92809	0.0930232
SRR1489394	Adipose Tissue	20.1677	3.73477	0.0925929
SRR1321630	Skin	13.9682	2.46498	0.0882354
SRR1337284	Nerve	12.7698	2.22084	0.0869567
SRR662871	Brain	1.93375	0	0
SRR1361630	Skin	16.7486	3.0452	0.0909091
SRR661385	Blood	23.964	4.53373	0.0945946
SRR1357166	Breast	10.1488	1.69147	0.0833335
SRR659427	Blood Vessel	32.9713	6.39741	0.0970148
SRR1096149	Blood Vessel	14.4034	2.57203	0.0892855
SRR1365512	Thyroid	14.2458	2.5439	0.089286
SRR1479471	Nerve	18.5676	3.43844	0.0925925
SRR1338687	Esophagus	7.48397	1.15138	0.0769231
SRR1400078	Skin	18.2948	3.38793	0.0925927
SRR1077992	Esophagus	21.8104	4.11518	0.0943399
SRR1452741	Heart	1.91559	0	0
SRR1335489	Skin	12.9159	2.27928	0.0882354
SRR613819	Blood Vessel	26.5486	5.10551	0.096154
SRR1476525	Adipose Tissue	12.8246	2.26317	0.0882355
SRR1340966	Colon	23.2933	4.43682	0.0952381
SRR1465758	Skin	17.687	3.27536	0.0925923
SRR1080766	Muscle	1.90645	0	0
SRR1329624	Blood Vessel	32.5554	6.36954	0.0978262
SRR1330901	Pancreas	9.61663	1.60277	0.0833332
SRR1452537	Esophagus	24.1883	4.6318	0.0957446
SRR1453528	Skin	11.6363	2.0237	0.0869563
SRR1309403	Blood Vessel	49.5049	9.90097	0.0999999
SRR1336593	Blood Vessel	17.3464	3.21229	0.0925924
SRR1088832	Cervix Uteri	19.3035	3.61941	0.0937501
SRR1377820	Adipose Tissue	15.1011	2.74565	0.0909089
SRR1308035	Adrenal Gland	28.849	5.60953	0.0972223
SRR602927	Brain	1.90107	0	0
SRR656373	Thyroid	47.9388	9.58776	0.1
SRR1415398	Adipose Tissue	12.3338	2.17655	0.0882352
SRR1325182	Esophagus	18.6302	3.49316	0.0937499
SRR1323360	Adrenal Gland	33.5128	6.60101	0.0984849
SRR613975	Thyroid	23.9758	4.61073	0.0961538
SRR1401185	Nerve	5.97562	0.85366	0.0714286
SRR1098312	Blood Vessel	14.5205	2.64009	0.0909091
SRR1365356	Thyroid	9.26535	1.54423	0.0833336
SRR1350873	Skin	12.0287	2.12271	0.0882352
SRR1436698	Skin	14.364	2.61163	0.0909089
SRR808327	Heart	14.3517	2.6094	0.0909091
SRR659235	Brain	1.88726	0	0
SRR1404147	Stomach	16.2673	3.01247	0.0925928
SRR817464	Blood	28.4509	5.56647	0.0978259
SRR1319731	Adipose Tissue	17.9251	3.36096	0.0937501
SRR665478	Muscle	1.88544	0	0
SRR1081023	Breast	9.15813	1.52636	0.0833336
SRR1337684	Blood Vessel	22.5049	4.32787	0.0961539
SRR1479740	Nerve	14.047	2.554	0.0909091
SRR1396840	Blood Vessel	39.4621	7.89243	0.1
SRR1485380	Blood Vessel	39.1922	7.83844	0.1
SRR1414792	Liver	9.09105	1.51518	0.0833336
SRR1096662	Muscle	1.87773	0	0
SRR1393046	Adrenal Gland	38.1542	7.63084	0.1
SRR1399861	Blood Vessel	24.768	4.81599	0.097222
SRR1318582	Blood Vessel	23.3337	4.51619	0.096774
SRR654981	Skin	19.7359	3.75921	0.0952379
SRR1311348	Blood Vessel	24.3101	4.72696	0.0972221
SRR815446	Esophagus	29.062	5.73053	0.0985915
SRR1318331	Esophagus	13.6316	2.47848	0.0909094
SRR1420728	Blood Vessel	36.5601	7.31203	0.1
SRR1451757	Skin	15.3406	2.84085	0.0925925
SRR818321	Skin	29.8006	5.89081	0.0988371
SRR1359546	Skin	11.4361	2.01814	0.0882355
SRR821715	Adipose Tissue	12.1765	2.17437	0.0892855
SRR1391529	Blood Vessel	35.7701	7.15402	0.1
SRR1333789	Skin	22.3509	4.32598	0.0967742
SRR1088389	Brain	5.76575	0.823679	0.0714286
SRR1419829	Heart	8.83772	1.47295	0.0833331
SRR1074041	Skin	16.5438	3.10196	0.0937499
SRR808942	Breast	19.8236	3.796	0.0957445
SRR1455825	Adrenal Gland	45.3897	9.20062	0.101351
SRR1403893	Skin	13.313	2.42054	0.0909089
SRR660579	Blood	1.86459	0	0
SRR1446007	Adrenal Gland	47.0712	9.56134	0.101563
SRR654802	Muscle	13.2739	2.41344	0.0909092
SRR1084460	Blood Vessel	48.2386	9.81123	0.101695
SRR1073389	Ovary	11.1918	1.97503	0.0882356
SRR811915	Esophagus	11.1469	1.96711	0.0882357
SRR1352870	Blood Vessel	13.1072	2.38313	0.0909092
SRR811697	Adipose Tissue	18.2723	3.48044	0.0952381
SRR1445064	Skin	21.2549	4.11385	0.0967742
SRR1331466	Brain	4.43768	0.554711	0.0625001
SRR1406599	Heart	1.83094	0	0
SRR1419638	Heart	1.81401	0	0
SRR1349409	Liver	1.81324	0	0
SRR1478053	Muscle	1.81125	0	0
SRR1471943	Brain	1.80319	0	0
SRR1475386	Brain	1.80117	0	0
SRR655146	Brain	1.80035	0	0
SRR1394544	Stomach	1.79861	0	0
SRR1365034	Muscle	1.76642	0	0
SRR1456611	Prostate	18.7498	3.74996	0.1
SRR1345692	Esophagus	18.6346	3.72693	0.1
SRR1465587	Blood Vessel	33.4674	7.0048	0.104651
SRR1440663	Small Intestine	13.5793	2.6114	0.0961537
SRR613006	Blood Vessel	30.75	6.40626	0.104167
SRR614431	Nerve	11.5736	2.17006	0.0937504
SRR1385319	Blood Vessel	28.3665	5.88739	0.103774
SRR1348507	Colon	4.96227	0.708896	0.0714286
SRR1359346	Esophagus	12.5999	2.39998	0.0952381
SRR1327570	Colon	11.4811	2.1527	0.0937497
SRR1323271	Blood Vessel	29.6706	6.18137	0.104167
SRR1389432	Breast	11.4165	2.1406	0.0937503
SRR614035	Blood Vessel	17.9027	3.58054	0.1
SRR1430639	Heart	4.931	0.704429	0.0714286
SRR1329003	Muscle	7.06106	1.17684	0.0833331
SRR1453071	Esophagus	11.3193	2.12238	0.0937505
SRR1436925	Skin	34.2916	7.21927	0.105263
SRR1331244	Skin	17.7502	3.55003	0.0999997
SRR1465313	Esophagus	11.2789	2.11479	0.0937498
SRR810551	Skin	17.6715	3.53429	0.0999997
SRR1430088	Colon	7.02423	1.17071	0.0833337
SRR1499894	Adipose Tissue	22.1949	4.53987	0.102273
SRR655265	Adipose Tissue	17.5425	3.5085	0.1
SRR1392749	Heart	17.5383	3.50766	0.1
SRR810713	Adrenal Gland	29.3606	6.13505	0.104478
SRR1086304	Heart	1.74952	0	0
SRR613330	Muscle	1.74724	0	0
SRR1456881	Adipose Tissue	35.2534	7.45744	0.105769
SRR1498838	Adipose Tissue	12.833	2.46789	0.0961541
SRR1097100	Esophagus	23.2112	4.77878	0.102941
SRR817397	Nerve	17.1623	3.43245	0.0999997
SRR1469321	Blood Vessel	17.1501	3.43002	0.1
SRR1437035	Blood Vessel	27.0054	5.62613	0.104167
SRR1335212	Breast	22.9212	4.71907	0.102941
SRR1433644	Brain	1.74304	0	0
SRR1499699	Thyroid	11.9687	2.27976	0.0952384
SRR813824	Adipose Tissue	16.9301	3.38602	0.1
SRR1430839	Colon	22.7128	4.67616	0.102941
SRR662126	Muscle	1.74205	0	0
SRR1083579	Skin	11.8904	2.26484	0.0952382
SRR1083360	Stomach	9.39564	1.7083	0.0909092
SRR815805	Skin	10.8722	2.03853	0.0937497
SRR1080459	Adipose Tissue	6.86073	1.14345	0.083333
SRR1447281	Uterus	16.6595	3.33189	0.0999997
SRR1475566	Adipose Tissue	36.742	7.81745	0.106383
SRR1088878	Stomach	1.73785	0	0
SRR1467171	Colon	6.83783	1.13964	0.0833335
SRR1434204	Esophagus	16.5473	3.30947	0.1
SRR1498571	Esophagus	16.4459	3.28919	0.1
SRR1309512	Esophagus	21.0018	4.30807	0.102564
SRR1419941	Colon	16.4228	3.28456	0.1
SRR1404988	Thyroid	16.4092	3.28185	0.1
SRR814747	Blood Vessel	25.1302	5.23546	0.104167
SRR1486215	Uterus	4.78772	0.68396	0.0714286
SRR1096712	Adipose Tissue	10.6099	1.98935	0.0937497
SRR1453569	Brain	4.77599	0.682285	0.0714286
SRR1486370	Esophagus	10.5722	1.98229	0.0937501
SRR1345244	Liver	12.1542	2.33735	0.096154
SRR1334982	Esophagus	20.9611	4.31552	0.102941
SRR1431493	Pancreas	4.75551	0.679359	0.0714286
